id,Geographic Area Name,Total_population_18_24,Total_18_24_lt_high_school,Total_18_24_high_school_diploma,Total_18_24_associate_degree,Total_18_24_bachelor,Total_population_25_and_over,Total_population_25_lt_9th,Total_25_9_12_no_diploma,Total_25_high_School,Total_population_25_college_no_degree,Total_population_25_associate_degree,Total_population_25 _bachelor,Total_population_25_graduate,Total_25_over_High_school,Total_population_25years_and_over_Bachelor,Total_population_25_34,Total_25_34_High_school,Total_25_34_Bachelor_higher,Total_population_35_44,Total_35_44_high_school_graduate,Total_35_44_bachelor_degree,Total_population_45_64_years,Total_45_64_high_school,Total_45_64_bachelor_degree,Total_population_65_years_over,Total_65_high_school,Total_65_bachelor_degree
310M400US29660,"Laramie, WY Micro Area",10619,185,1709,7329,1396,21095,332,516,3383,4563,1770,5806,4725,20247,10531,6227,6012,3050,3741,3667,2040,6992,6819,3488,4135,3749,1953
310M400US29700,"Laredo, TX Metro Area",31165,5846,11999,12076,1244,149553,27935,21000,39427,24035,9607,19504,8045,100618,27549,36453,28695,6745,35572,25870,7701,53142,34701,9906,24386,11352,3197
310M400US29740,"Las Cruces, NM Metro Area",31757,4202,7188,18350,2017,129625,14821,11910,29324,28090,9856,21351,14273,102894,35624,27644,24435,7053,23231,18559,5742,46704,36734,13293,32046,23166,9536
310M400US29780,"Las Vegas, NM Micro Area",2912,248,863,1544,257,19471,1428,2230,5121,4587,1687,2473,1945,15813,4418,3122,2686,870,3022,2590,601,7791,6457,1466,5536,4080,1481
310M400US29820,"Las Vegas-Henderson-Paradise, NV Metro Area",182247,31029,70878,70709,9631,1454973,89174,119608,415643,368990,114399,229999,117160,1246191,347159,318269,278125,71756,297743,252405,73663,537116,457013,126238,301845,258648,75502
310M400US29860,"Laurel, MS Micro Area",7597,980,3469,2929,219,56133,3677,5726,17886,12203,5793,6363,4485,46730,10848,10519,8940,1972,9767,8520,2119,21669,18090,4185,14178,11180,2572
310M400US29900,"Laurinburg, NC Micro Area",3478,679,1301,1381,117,23674,1329,3442,8063,5067,2098,2320,1355,18903,3675,4176,3388,455,4329,3671,623,9209,7601,1726,5960,4243,871
310M400US29940,"Lawrence, KS Metro Area",28590,877,4877,18740,4096,68491,845,2221,12342,13807,4774,17876,16626,65425,34502,17701,17078,9344,13663,13128,7146,23630,22510,12046,13497,12709,5966
310M400US29980,"Lawrenceburg, TN Micro Area",3251,606,1291,1220,134,28888,2288,2757,12953,5128,2158,2115,1489,23843,3604,5042,4641,872,4892,4292,567,11387,9517,1382,7567,5393,783
310M400US30020,"Lawton, OK Metro Area",16406,1678,7228,6330,1170,81462,2200,6388,26592,22351,5948,10834,7149,72874,17983,20909,18993,4614,15634,14145,3282,29180,26309,6837,15739,13427,3250
310M400US30060,"Lebanon, MO Micro Area",2672,472,953,870,377,24145,1009,2955,9453,5118,2064,2574,972,20181,3546,4217,3709,676,4161,3428,511,9618,8264,1599,6149,4780,760
310M400US30140,"Lebanon, PA Metro Area",11801,2214,4898,3881,808,95065,4116,8200,41988,14485,6941,12247,7088,82749,19335,16084,14017,3534,16125,14290,3868,36788,33034,7504,26068,21408,4429
310M400US30220,"Levelland, TX Micro Area",2717,413,944,1215,145,14354,1717,1730,3818,3487,1595,1382,625,10907,2007,3093,2555,346,2659,2130,551,5410,4034,730,3192,2188,380
310M400US30260,"Lewisburg, PA Micro Area",6496,696,1649,3761,390,30538,1633,2526,11856,4464,2259,4122,3678,26379,7800,5382,4542,1335,5672,4833,1478,11734,10607,3205,7750,6397,1782
310M400US30280,"Lewisburg, TN Micro Area",2441,324,1061,890,166,22158,1266,2097,9354,4506,1756,2230,949,18795,3179,3959,3541,456,4250,3582,724,8915,7582,1295,5034,4090,704
310M400US30300,"Lewiston, ID-WA Metro Area",5222,914,1503,2435,370,43929,675,3093,13681,12481,4616,6748,2635,40161,9383,7697,7106,1485,6943,6429,1647,16551,15170,3628,12738,11456,2623
310M400US30340,"Lewiston-Auburn, ME Metro Area",9398,1246,3415,3910,827,74517,2928,4313,27228,15375,8133,11027,5513,67276,16540,13032,12412,3862,12915,12306,3525,30466,28062,6084,18104,14496,3069
310M400US30380,"Lewistown, PA Micro Area",3457,927,1556,772,202,32456,1780,3021,16810,4521,2274,2853,1197,27655,4050,5117,4323,907,4905,4262,664,12801,11195,1463,9633,7875,1016
310M400US30420,"Lexington, NE Micro Area",2053,350,1024,592,87,16834,2173,1276,5438,3406,1744,1956,841,13385,2797,3266,2608,602,2963,2211,631,6440,4961,902,4165,3605,662
310M400US30460,"Lexington-Fayette, KY Metro Area",62110,5702,16741,31586,8081,332567,13812,20637,81255,68406,26205,70657,51595,298118,122252,72594,67313,30680,66422,60291,26948,125451,112147,43496,68100,58367,21128
310M400US30580,"Liberal, KS Micro Area",2374,674,571,1048,81,13090,2557,1607,4008,2431,1028,1087,372,8926,1459,3515,2552,312,2622,1519,252,4737,3241,567,2216,1614,328
310M400US30620,"Lima, OH Metro Area",10336,1496,3564,4682,594,69189,1381,5811,26653,14386,8611,7231,5116,61997,12347,12705,11875,2593,12123,11005,2446,27042,24521,4695,17319,14596,2613
310M400US30660,"Lincoln, IL Micro Area",3122,543,845,1496,238,20445,604,1660,7157,4980,1882,2956,1206,18181,4162,3821,3416,798,3703,3246,890,7764,7001,1399,5157,4518,1075
310M400US30700,"Lincoln, NE Metro Area",49394,2771,10039,28984,7600,202547,5495,7643,44935,43715,23255,49526,27978,189409,77504,45552,42776,19886,39763,37175,16936,73958,69738,27095,43274,39720,13587
310M400US30780,"Little Rock-North Little Rock-Conway, AR Metro Area",70638,8908,22632,31193,7905,489580,15311,32033,143256,114525,37239,92067,55149,442236,147216,105012,97428,33698,95472,87319,32379,183025,166212,54031,106071,91277,27108
310M400US30820,"Lock Haven, PA Micro Area",5849,678,2014,2597,560,25257,793,2054,11492,3516,2609,3105,1688,22410,4793,4236,3849,1059,4078,3620,908,9908,9040,1794,7035,5901,1032
310M400US30860,"Logan, UT-ID Metro Area",24268,1996,5607,14527,2138,69341,2139,2782,15354,18666,5765,16499,8136,64420,24635,18575,17730,6210,15765,14145,6188,22389,20759,7674,12612,11786,4563
310M400US30880,"Logan, WV Micro Area",2409,496,866,996,51,24403,1564,3266,10716,4718,1706,1377,1056,19573,2433,3804,3380,395,4546,3953,338,9807,7919,947,6246,4321,753
310M400US30900,"Logansport, IN Micro Area",3217,920,1153,1012,132,25948,1830,2268,9931,5699,2604,2466,1150,21850,3616,4291,3596,766,4736,3824,571,10391,8905,1448,6530,5525,831
310M400US30940,"London, KY Micro Area",11923,1759,4813,4603,748,85475,8403,9906,33381,15958,5092,6856,5879,67166,12735,15569,13659,2676,15512,13631,2790,33872,26594,4939,20522,13282,2330
310M400US30980,"Longview, TX Metro Area",20008,3156,7299,8691,862,143750,9225,15225,43752,37523,11498,18311,8216,119300,26527,28580,24428,4552,26446,21021,4530,54811,45540,10424,33913,28311,7021
310M400US31020,"Longview, WA Metro Area",8136,1543,2650,3631,312,72862,2472,5909,22381,21965,8039,7409,4687,64481,12096,12455,11133,1805,12195,10594,1973,28804,25903,4699,19408,16851,3619
310M400US31060,"Los Alamos, NM Micro Area",1137,171,514,336,116,13051,70,213,1289,1704,1099,3560,5116,12768,8676,2148,2080,1426,2183,2163,1465,5547,5474,4036,3173,3051,1749
310M400US31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",1307524,153294,355829,652646,145755,8997001,1039716,741342,1785340,1751479,644005,1970261,1064858,7215943,3035119,2063056,1813741,777227,1803373,1452955,655421,3390807,2641137,1077255,1739765,1308110,525216
310M400US31140,"Louisville/Jefferson County, KY-IN Metro Area",109053,15391,38289,43846,11527,883501,29550,63533,265392,198098,74195,151104,101629,790418,252733,175000,160440,57629,164705,150331,54221,348835,315368,95538,194961,164279,45345
310M400US31180,"Lubbock, TX Metro Area",52372,4525,12142,30336,5369,185015,11446,15585,49080,44514,11660,33274,19456,157984,52730,45618,41771,13954,35880,31119,11243,65391,55404,17452,38126,29690,10081
310M400US31220,"Ludington, MI Micro Area",2127,394,783,881,69,20827,509,1078,6975,5033,2402,2949,1881,19240,4830,3043,2712,602,2941,2761,790,8379,7940,1946,6464,5827,1492
310M400US31260,"Lufkin, TX Micro Area",7671,783,3041,3552,295,57243,5085,5741,18265,14230,4578,6455,2889,46417,9344,11212,9879,1584,10568,9078,1923,21836,17189,3460,13627,10271,2377
310M400US31300,"Lumberton, NC Micro Area",13881,2546,5166,5730,439,85658,7105,12542,29092,17810,7789,7772,3548,66011,11320,16816,13164,2218,16233,13031,2273,33654,26891,4434,18955,12925,2395
310M400US31340,"Lynchburg, VA Metro Area",34450,2255,10266,17546,4383,174249,7250,14085,53369,37216,15118,29045,18166,152914,47211,30840,28956,10986,27115,24897,8196,69145,61456,17763,47149,37605,10266
310M400US31380,"Macomb, IL Micro Area",7333,313,1179,5230,611,18401,267,921,5639,3701,1905,3022,2946,17213,5968,3681,3403,1105,2867,2757,1245,6733,6317,2262,5120,4736,1356
310M400US31420,"Macon-Bibb County, GA Metro Area",21829,3761,7663,9091,1314,153202,6126,16648,50860,33072,10470,21026,15000,130428,36026,29078,25308,7146,27322,24587,7559,60620,53007,14433,36182,27526,6888
310M400US31460,"Madera, CA Metro Area",15184,3298,4923,6507,456,97015,16376,10902,24249,23760,7644,9696,4388,69737,14084,21466,15830,2290,19585,13635,2713,35167,24874,5406,20797,15398,3675
310M400US31500,"Madison, IN Micro Area",3373,516,1268,1445,144,22146,687,1502,9370,4641,1974,2483,1489,19957,3972,3737,3481,654,3890,3543,664,9093,8275,1821,5426,4658,833
310M400US31540,"Madison, WI Metro Area",81366,4956,20333,37754,18323,429596,7375,13354,90774,78122,44601,118706,76664,408867,195370,96055,92635,53378,83105,79537,42280,162520,155171,67800,87916,81524,31912
310M400US31580,"Madisonville, KY Micro Area",3366,513,1536,1120,197,31743,1779,2499,13186,6224,2986,2899,2170,27465,5069,5453,5006,1100,5452,4883,943,12884,11330,2209,7954,6246,817
310M400US31620,"Magnolia, AR Micro Area",4107,497,832,2613,165,14720,728,1482,5880,2841,761,1915,1113,12510,3028,2519,2376,818,2605,2211,589,5561,4814,1000,4035,3109,621
310M400US31660,"Malone, NY Micro Area",5092,1080,1884,1816,312,35688,1529,3173,13421,6535,4096,3367,3567,30986,6934,7040,6152,1060,6036,5141,1118,14531,12921,2897,8081,6772,1859
310M400US31680,"Malvern, AR Micro Area",2539,342,1012,1062,123,23974,1033,2462,9489,5633,1831,2354,1172,20479,3526,4474,3927,697,4098,3731,541,9254,8035,1461,6148,4786,827
310M400US31700,"Manchester-Nashua, NH Metro Area",36472,4506,12658,13339,5969,288293,8439,15137,75884,52987,28283,68670,38893,264717,107563,54290,50452,21979,50797,47881,21369,122381,113600,44857,60825,52784,19358
310M400US31740,"Manhattan, KS Metro Area",26681,733,5834,17272,2842,52779,678,1710,11370,12404,4065,13029,9523,50391,22552,16855,16438,7011,9695,9260,4668,16512,15543,7175,9717,9150,3698
310M400US31820,"Manitowoc, WI Micro Area",5941,888,2253,2280,520,56859,1719,3252,21907,11940,6710,8182,3149,51888,11331,8393,7815,2089,9094,8345,2330,24063,22307,4604,15309,13421,2308
310M400US31860,"Mankato-North Mankato, MN Metro Area",19051,700,3090,13713,1548,60545,1291,2236,16171,12962,7770,13294,6821,57018,20115,13498,12979,4955,11123,10533,4108,22131,21087,7170,13793,12419,3882
310M400US31900,"Mansfield, OH Metro Area",10270,1983,4369,3325,593,84689,3032,8146,33722,17554,7154,9929,5152,73511,15081,14711,12733,2799,14452,12781,3087,32575,29226,5436,22951,18771,3759
310M400US31930,"Marietta, OH Micro Area",5500,748,2114,2222,416,43178,780,3137,18030,8222,4708,5479,2822,39261,8301,6791,6390,1505,6778,6396,1516,17447,16245,3495,12162,10230,1785
310M400US31940,"Marinette, WI-MI Micro Area",4423,614,1511,2053,245,47141,1113,2858,20206,10831,4769,5170,2194,43170,7364,6102,5762,1105,6657,6359,1163,19907,18475,3165,14475,12574,1931
310M400US31980,"Marion, IN Micro Area",8666,814,2592,4695,565,44364,1436,4331,18007,9230,3776,4543,3041,38597,7584,7101,6328,1175,7152,6470,1343,17828,15962,3297,12283,9837,1769
310M400US32000,"Marion, NC Micro Area",3242,624,1203,1285,130,32591,1782,3501,10909,6947,3954,3877,1621,27308,5498,5108,4520,804,5681,4859,991,13007,11103,2040,8795,6826,1663
310M400US32020,"Marion, OH Micro Area",5303,911,2270,1915,207,46322,1226,4524,20094,10708,3700,3701,2369,40572,6070,8796,7792,1264,8198,7044,938,18168,16284,2390,11160,9452,1478
310M400US32100,"Marquette, MI Micro Area",10372,724,2312,6434,902,44443,676,1405,14017,10251,4091,9616,4387,42362,14003,7938,7473,2707,7023,6828,2687,17578,17053,5311,11904,11008,3298
310M400US32140,"Marshall, MN Micro Area",2789,209,594,1730,256,16542,556,760,5481,3536,2004,3103,1102,15226,4205,3371,3146,1050,3035,2786,1063,6269,5904,1482,3867,3390,610
310M400US32180,"Marshall, MO Micro Area",2595,240,753,1489,113,15209,1100,1323,5990,3330,735,1741,990,12786,2731,2706,2416,700,2762,2277,481,5619,4776,959,4122,3317,591
310M400US32220,"Marshall, TX Micro Area",5838,915,2020,2537,366,43759,2111,4480,15027,10655,3126,5809,2551,37168,8360,7842,6668,1746,8124,6898,1355,17113,14818,3358,10680,8784,1901
310M400US32260,"Marshalltown, IA Micro Area",3484,564,1374,1215,331,26676,2420,1942,9093,5544,2612,3619,1446,22314,5065,4615,3715,693,4616,3408,805,10466,8932,2180,6979,6259,1387
310M400US32280,"Martin, TN Micro Area",5576,275,1230,3841,230,21485,1328,2040,8156,4356,976,2971,1658,18117,4629,3563,3276,1056,3537,3170,1007,8434,7344,1675,5951,4327,891
310M400US32300,"Martinsville, VA Micro Area",4593,671,1734,2023,165,46834,3707,5858,15773,9634,5110,4415,2337,37269,6752,6503,5588,1019,7031,6280,1308,18893,15531,2774,14407,9870,1651
310M400US32340,"Maryville, MO Micro Area",6391,142,964,4993,292,12462,369,569,4805,2620,633,1918,1548,11524,3466,2544,2365,840,2104,2011,643,4550,4344,1324,3264,2804,659
310M400US32380,"Mason City, IA Micro Area",4079,411,1434,1792,442,35915,770,1728,11411,8668,5577,5523,2238,33417,7761,5656,5294,1599,5386,5154,1126,14547,13670,2964,10326,9299,2072
310M400US32420,"Mayag�ez, PR Metro Area",13402,1198,2448,8896,860,63226,11863,5796,18506,7719,3793,11050,4499,45567,15549,10374,9104,3416,9447,7888,2817,21848,17471,5894,21557,11104,3422
310M400US32460,"Mayfield, KY Micro Area",2955,390,1137,1260,168,25295,1545,2171,9954,5396,2115,2442,1672,21579,4114,4238,3972,800,4566,3754,798,9818,8412,1582,6673,5441,934
310M400US32500,"Maysville, KY Micro Area",1521,258,412,638,213,11745,643,1053,4423,2233,1179,1168,1046,10049,2214,1958,1719,296,1978,1789,468,4827,4176,917,2982,2365,533
310M400US32540,"McAlester, OK Micro Area",3351,768,1349,1110,124,31195,1130,2966,12002,7261,2992,3311,1533,27099,4844,5902,5061,753,5316,4822,856,11455,10118,2016,8522,7098,1219
310M400US32580,"McAllen-Edinburg-Mission, TX Metro Area",93716,18240,28307,41489,5680,473253,103740,64291,109847,86046,22457,61689,25183,305222,86872,113177,89506,22796,109326,74115,20907,160500,100394,31507,90250,41207,11662
310M400US32620,"McComb, MS Micro Area",4518,755,1579,1983,201,34656,2030,4497,12811,6719,3446,3342,1811,28129,5153,6082,5165,586,5818,5179,1124,13505,10860,1770,9251,6925,1673
310M400US32660,"McMinnville, TN Micro Area",3122,381,1321,1178,242,27721,2150,3644,11915,4668,1465,2355,1524,21927,3879,4814,4127,784,5254,4266,736,10724,8569,1674,6929,4965,685
310M400US32700,"McPherson, KS Micro Area",2697,395,519,1507,276,19320,974,707,5272,4801,1966,4006,1594,17639,5600,3220,2971,909,3183,2969,1268,7425,6973,2045,5492,4726,1378
310M400US32740,"Meadville, PA Micro Area",8055,1176,3166,3348,365,59902,2330,4067,27728,9041,4277,7739,4720,53505,12459,9376,8272,2331,9381,8551,2290,24427,22251,4853,16718,14431,2985
310M400US32780,"Medford, OR Metro Area",16749,3034,6097,6734,884,152902,5313,10549,40186,42770,12218,26007,15859,137040,41866,26761,23645,5484,24585,21749,6782,56481,51408,15513,45075,40238,14087
310M400US32820,"Memphis, TN-MS-AR Metro Area",126816,18747,42218,54686,11165,880853,36124,73440,258064,206885,62013,151467,92860,771289,244327,187787,166931,54249,171990,152413,53244,344948,308228,94174,176128,143717,42660
310M400US32860,"Menomonie, WI Micro Area",8538,360,1993,5589,596,27076,659,1076,9221,5357,3177,4890,2696,25341,7586,5147,4885,1514,4672,4503,1578,10569,9975,2818,6688,5978,1676
