id,Geographic Area Name,Total_population_18_24,Total_18_24_lt_high_school,Total_18_24_high_school_diploma,Total_18_24_associate_degree,Total_18_24_bachelor,Total_population_25_and_over,Total_population_25_lt_9th,Total_25_9_12_no_diploma,Total_25_high_School,Total_population_25_college_no_degree,Total_population_25_associate_degree,Total_population_25 _bachelor,Total_population_25_graduate,Total_25_over_High_school,Total_population_25years_and_over_Bachelor,Total_population_25_34,Total_25_34_High_school,Total_25_34_Bachelor_higher,Total_population_35_44,Total_35_44_high_school_graduate,Total_35_44_bachelor_degree,Total_population_45_64_years,Total_45_64_high_school,Total_45_64_bachelor_degree,Total_population_65_years_over,Total_65_high_school,Total_65_bachelor_degree
310M400US19760,"DeRidder, LA Micro Area",3237,577,1724,800,136,24436,1598,2143,9302,5471,1641,2995,1286,20695,4281,4806,4231,1019,4646,3978,862,9402,7937,1597,5582,4549,803
310M400US19780,"Des Moines-West Des Moines, IA Metro Area",53753,6775,15282,23447,8249,418852,13422,18283,104319,84954,43420,106849,47605,387147,154454,94367,88105,40866,86833,79891,37804,156605,145078,53742,81047,74073,22042
310M400US19820,"Detroit-Warren-Dearborn, MI Metro Area",375251,52465,118497,161940,42349,2971255,98115,207227,794550,695558,266154,545189,364462,2665913,909651,554655,507946,191679,527431,479287,189546,1217062,1105410,366704,672107,573270,161722
310M400US19860,"Dickinson, ND Micro Area",2998,264,1135,1133,466,20068,696,950,6620,4797,2410,3331,1264,18422,4595,5304,5013,1397,3638,3482,994,7171,6775,1587,3955,3152,617
310M400US19940,"Dixon, IL Micro Area",2693,587,784,1208,114,24967,604,2181,8532,6440,2792,2596,1822,22182,4418,4177,3850,742,4276,3711,965,10130,8937,1808,6384,5684,903
310M400US19980,"Dodge City, KS Micro Area",3519,676,1526,1296,21,20438,3773,2057,5085,3819,2099,2337,1268,14608,3605,4834,3508,823,4122,2504,640,7868,5613,1498,3614,2983,644
310M400US20020,"Dothan, AL Metro Area",11675,1895,4435,4690,655,102463,5074,11490,33685,23494,9394,12103,7223,85899,19326,18184,15624,3338,18265,15736,3989,39551,33619,7530,26463,20920,4469
310M400US20060,"Douglas, GA Micro Area",4504,957,1655,1732,160,27907,2017,4294,10771,5088,2054,2137,1546,21596,3683,5878,4448,727,5535,4510,737,10766,8415,1590,5728,4223,629
310M400US20100,"Dover, DE Metro Area",18154,2829,4863,9077,1385,116057,4830,10100,38490,25769,9511,16999,10358,101127,27357,23406,20762,6075,20347,17839,5285,43843,38833,10321,28461,23693,5676
310M400US20140,"Dublin, GA Micro Area",5165,1309,2352,1409,95,38326,1872,4355,16665,6625,3192,3116,2501,32099,5617,6706,5994,1097,7108,6114,1142,14806,12751,2014,9706,7240,1364
310M400US20180,"DuBois, PA Micro Area",6148,921,2980,1689,558,59251,2341,5407,29119,7942,5961,5624,2857,51503,8481,9335,8210,1594,10168,9019,1588,23971,21321,3417,15777,12953,1882
310M400US20220,"Dubuque, IA Metro Area",9925,799,2350,5717,1059,64565,1499,3412,21282,12773,5930,12723,6946,59654,19669,12369,11686,4760,10338,9807,4281,25514,24036,6690,16344,14125,3938
310M400US20260,"Duluth, MN-WI Metro Area",32033,2941,7962,18072,3058,191868,2659,8703,56226,47195,24960,34961,17164,180506,52125,32911,31104,10386,31408,30084,9686,77480,74194,19852,50069,45124,12201
310M400US20300,"Dumas, TX Micro Area",2369,706,756,787,120,12516,2833,1338,2916,2699,938,1208,584,8345,1792,2953,2460,267,2666,1672,481,4633,2648,668,2264,1565,376
310M400US20340,"Duncan, OK Micro Area",3360,676,1470,1083,131,30304,1082,2748,12446,7206,1561,3827,1434,26474,5261,5263,4662,766,5161,4773,1027,11626,10238,2053,8254,6801,1415
310M400US20380,"Dunn, NC Micro Area",11845,1576,3785,5647,837,83751,3756,7679,25063,20776,9110,11475,5892,72316,17367,20323,18141,5114,17863,15486,4413,30151,26804,5714,15414,11885,2126
310M400US20420,"Durango, CO Micro Area",5265,519,1401,2534,811,39271,635,1331,7980,9208,2894,10951,6272,37305,17223,7658,7322,2928,7242,6834,3257,15737,14917,7109,8634,8232,3929
310M400US20460,"Durant, OK Micro Area",4454,651,1485,2050,268,30558,1194,3079,9782,7837,1685,4455,2526,26285,6981,6397,5726,1461,5182,4549,1324,10980,9573,2482,7999,6437,1714
310M400US20500,"Durham-Chapel Hill, NC Metro Area",64228,6225,16090,31238,10675,377385,18849,21778,70441,62908,27367,89328,86714,336758,176042,83412,75678,44136,73769,64074,35534,141251,128161,63662,78953,68845,32710
310M400US20540,"Dyersburg, TN Micro Area",3099,436,1377,1133,153,25465,1857,2559,9511,5095,2133,2825,1485,21049,4310,4355,4074,903,4628,4169,940,10141,8086,1493,6341,4720,974
310M400US20580,"Eagle Pass, TX Micro Area",6957,1528,2440,2742,247,32606,8602,4543,7141,6130,2109,3019,1062,19461,4081,7450,6441,1304,6951,4640,1056,11609,6520,1305,6596,1860,416
310M400US20660,"Easton, MD Micro Area",2279,261,850,788,380,28080,844,1789,7197,5236,2175,5656,5183,25447,10839,3668,3078,1052,3536,3155,1304,10511,9715,3880,10365,9499,4603
310M400US20700,"East Stroudsburg, PA Metro Area",18429,2304,6959,7682,1484,115370,3908,8376,40893,24546,9500,18026,10121,103086,28147,18172,16741,5043,18078,16558,4804,51872,47089,12057,27248,22698,6243
310M400US20740,"Eau Claire, WI Metro Area",21956,1827,6300,12167,1662,109167,2723,4778,32551,22831,16779,19545,9960,101666,29505,21620,20240,6384,19225,18152,6089,42353,40009,10813,25969,23265,6219
310M400US20780,"Edwards, CO Micro Area",4197,828,1576,1281,512,38042,1996,2079,5979,6053,3619,13196,5120,33967,18316,9046,8177,3946,8620,7601,4075,14894,12935,7238,5482,5254,3057
310M400US20820,"Effingham, IL Micro Area",2821,348,914,1061,498,23277,714,1004,8473,4705,3151,3670,1560,21559,5230,4486,4162,1260,3879,3657,1172,9156,8736,2006,5756,5004,792
310M400US20900,"El Campo, TX Micro Area",3811,955,1143,1525,188,26922,2838,2991,7955,6374,2159,2884,1721,21093,4605,5060,4279,685,4611,3493,970,10484,8530,1807,6767,4791,1143
310M400US20940,"El Centro, CA Metro Area",19202,3864,4982,9567,789,109338,18440,15488,26758,25980,6870,10794,5008,75410,15802,26210,21501,4590,21833,16551,3694,38849,26833,5201,22446,10525,2317
310M400US20980,"El Dorado, AR Micro Area",3093,671,919,1337,166,27079,1173,2956,9543,5990,1779,4068,1570,22950,5638,4807,4146,1137,4676,4015,1058,10869,9391,2300,6727,5398,1143
310M400US21020,"Elizabeth City, NC Micro Area",5353,750,1549,2765,289,44187,2287,3741,13675,10973,4651,5636,3224,38159,8860,7866,7099,1663,7240,6640,1491,17349,15283,3469,11732,9137,2237
310M400US21060,"Elizabethtown-Fort Knox, KY Metro Area",13973,1649,6148,5338,838,100054,3844,6898,32088,24766,11617,11490,9351,89312,20841,19981,18504,4364,19270,18057,5140,40265,36145,7971,20538,16606,3366
310M400US21120,"Elk City, OK Micro Area",1944,466,980,452,46,14923,416,1519,5729,3468,1203,1810,778,12988,2588,3434,3030,797,2874,2485,487,5641,4941,782,2974,2532,522
310M400US21140,"Elkhart-Goshen, IN Metro Area",18112,4679,6741,5710,982,128815,10718,13500,45368,25582,8877,16148,8622,104597,24770,25693,20723,4564,25196,20256,4992,49483,40374,9671,28443,23244,5543
310M400US21180,"Elkins, WV Micro Area",2496,451,1057,853,135,21003,1232,2166,10165,2883,1126,1941,1490,17605,3431,3537,3077,652,3298,2878,460,8137,6888,1318,6031,4762,1001
310M400US21220,"Elko, NV Micro Area",4731,808,1861,1940,122,34526,2087,2909,10349,9803,3168,3915,2295,29530,6210,7891,6956,1334,6925,5945,1546,13950,11897,2186,5760,4732,1144
310M400US21260,"Ellensburg, WA Micro Area",10067,542,2281,6109,1135,26948,714,1428,6330,7078,2027,6157,3214,24806,9371,5255,5011,2127,4426,3808,1462,10405,9607,3638,6862,6380,2144
310M400US21300,"Elmira, NY Metro Area",7159,1218,2768,2752,421,59921,1763,4026,21581,11134,7120,7813,6484,54132,14297,10514,9510,2593,10159,9472,2686,23929,21947,5328,15319,13203,3690
310M400US21340,"El Paso, TX Metro Area",97160,11938,29237,50532,5453,511137,70092,45447,122120,117957,39589,78196,37736,395598,115932,124012,112953,30213,105146,88561,30733,183876,139966,41076,98103,54118,13910
310M400US21380,"Emporia, KS Micro Area",5909,262,1170,3915,562,19969,1288,1038,6163,4658,1362,3433,2027,17643,5460,3883,3449,1166,3507,3126,1074,7758,6837,1964,4821,4231,1256
310M400US21420,"Enid, OK Metro Area",5543,825,2282,1691,745,40501,1722,3063,14893,8601,3150,5867,3205,35716,9072,8527,7646,1780,7373,6361,1603,14819,12981,3165,9782,8728,2524
310M400US21460,"Enterprise, AL Micro Area",4215,786,1431,1628,370,34912,1517,3316,9723,8119,4062,5439,2736,30079,8175,6474,5532,1415,6764,6103,1880,13299,11460,3056,8375,6984,1824
310M400US21500,"Erie, PA Metro Area",28172,3270,8937,12565,3400,187964,5133,11271,73342,29385,16836,33581,18416,171560,51997,36034,33129,12053,30885,28579,10446,74710,68895,19195,46335,40957,10303
310M400US21540,"Escanaba, MI Micro Area",2487,365,857,1237,28,26412,555,1048,8807,6730,3596,3873,1803,24809,5676,3621,3449,903,3843,3685,1064,10739,10323,2165,8209,7352,1544
310M400US21580,"Espa�ola, NM Micro Area",3342,670,1239,1316,117,26647,1273,2396,8328,7422,2305,3336,1587,22978,4923,4551,3789,886,4380,3827,872,10633,9594,1948,7083,5768,1217
310M400US21640,"Eufaula, AL-GA Micro Area",2295,571,1050,607,67,19906,1597,3866,7080,3660,1325,1534,844,14443,2378,4015,2881,394,3290,2291,354,7359,5820,992,5242,3451,638
310M400US21660,"Eugene, OR Metro Area",47636,4850,12997,25871,3918,251966,6629,15084,59108,72330,24269,45237,29309,230253,74546,47439,43346,13302,43520,39812,14026,93567,85068,26115,67440,62027,21103
310M400US21700,"Eureka-Arcata-Fortuna, CA Micro Area",17563,1476,4576,10404,1107,91946,2593,6285,21615,25314,8759,18017,9363,83068,27380,18345,16602,4383,17028,15302,5896,33926,30599,9321,22647,20565,7780
310M400US21740,"Evanston, WY Micro Area",1623,351,685,547,40,12915,288,646,5176,3420,1390,1356,639,11981,1995,2454,2362,317,2698,2469,470,5265,4957,804,2498,2193,404
310M400US21780,"Evansville, IN-KY Metro Area",28244,4792,8309,12142,3001,216047,5383,15704,71761,47375,21300,34901,19623,194960,54524,41322,37870,12151,37898,34895,11767,85188,77448,20360,51639,44747,10246
310M400US21820,"Fairbanks, AK Metro Area",13660,938,4702,6842,1178,61838,1058,2323,13785,18754,5766,12681,7471,58457,20152,18315,17264,5587,12232,11795,4039,22167,21190,7259,9124,8208,3267
310M400US21840,"Fairfield, IA Micro Area",1998,309,273,1036,380,12768,192,743,3540,2814,1449,2164,1866,11833,4030,2277,2230,689,1909,1841,566,4928,4428,1398,3654,3334,1377
310M400US21860,"Fairmont, MN Micro Area",1487,384,505,524,74,14169,327,701,5403,3187,1701,2134,716,13141,2850,2223,2138,505,1916,1854,551,5549,5334,1077,4481,3815,717
310M400US21900,"Fairmont, WV Micro Area",6369,595,2057,3164,553,38807,975,3183,15601,6789,3180,5762,3317,34649,9079,6517,5936,1918,6671,6194,1949,14965,13515,3348,10654,9004,1864
310M400US21980,"Fallon, NV Micro Area",2065,351,935,656,123,16466,667,825,5327,4969,1798,2008,872,14974,2880,3049,2784,427,2492,2161,495,6479,6058,1225,4446,3971,733
310M400US22020,"Fargo, ND-MN Metro Area",35472,2344,7150,20639,5339,147524,3474,4466,31265,31043,21409,39816,16051,139584,55867,39305,37559,17013,29485,28457,13619,51059,48920,18278,27675,24648,6957
310M400US22060,"Faribault-Northfield, MN Micro Area",9671,614,1927,6653,477,41597,1505,2466,12895,8535,4740,7321,4135,37626,11456,7439,6648,1929,7717,6730,2040,16733,15686,4692,9708,8562,2795
310M400US22100,"Farmington, MO Micro Area",5618,993,2393,2116,116,46667,1891,5374,17580,10977,4290,3751,2804,39402,6555,9610,8221,1034,8844,7951,1579,17707,15039,2577,10506,8191,1365
310M400US22140,"Farmington, NM Metro Area",11242,2337,3918,4654,333,81510,4732,8155,25023,22507,8708,7030,5355,68623,12385,17689,15013,2163,15556,13135,2324,30822,26922,4835,17443,13553,3063
310M400US22180,"Fayetteville, NC Metro Area",49054,5451,18759,22134,2710,238921,7744,16026,61728,69355,26544,37791,19733,215151,57524,66770,62259,16226,46407,43014,13039,83625,75918,20312,42119,33960,7947
310M400US22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",57748,5796,18570,27379,6003,333084,21425,25238,96620,67711,18771,65625,37694,286421,103319,77436,68828,27373,71174,60280,24729,118753,101686,34547,65721,55627,16670
310M400US22260,"Fergus Falls, MN Micro Area",4133,673,1378,1705,377,41264,1086,2095,12109,9640,5973,7310,3051,38083,10361,5582,5217,1455,5704,5359,1605,16731,15643,3928,13247,11864,3373
310M400US22280,"Fernley, NV Micro Area",3443,777,1551,1113,2,38127,1409,3498,12395,11505,3991,3711,1618,33220,5329,6324,5680,837,6028,5149,747,14838,12847,1984,10937,9544,1761
310M400US22300,"Findlay, OH Micro Area",7073,528,2448,3232,865,51617,764,3235,18696,10123,5034,8629,5136,47618,13765,10153,9551,3474,8784,8350,2759,20396,18975,4967,12284,10742,2565
310M400US22340,"Fitzgerald, GA Micro Area",1409,245,518,590,56,11400,614,1363,5044,2046,963,843,527,9423,1370,1910,1737,289,2150,1728,240,4559,3698,558,2781,2260,283
310M400US22380,"Flagstaff, AZ Metro Area",28451,1792,8339,16316,2004,82119,3407,5108,17604,19355,7391,17349,11905,73604,29254,19255,17933,6395,15166,13570,5512,31439,28341,10706,16259,13760,6641
310M400US22420,"Flint, MI Metro Area",36531,6225,12600,15373,2333,278730,6517,20107,88970,74311,30496,37050,21279,252106,58329,48347,43610,10971,48677,44752,12186,113932,105295,23334,67774,58449,11838
310M400US22500,"Florence, SC Metro Area",18181,2503,6224,7979,1475,139171,7139,15479,47073,27156,12940,18750,10634,116553,29384,25289,21704,5077,25149,21999,6348,54792,47519,12415,33941,25331,5544
310M400US22520,"Florence-Muscle Shoals, AL Metro Area",14883,1452,4371,8093,967,102067,4364,9631,36739,21947,6965,13976,8445,88072,22421,17392,15617,3771,16799,14993,4476,39498,34236,8707,28378,23226,5467
310M400US22540,"Fond du Lac, WI Metro Area",8927,928,3290,4173,536,71153,1996,3893,26061,14623,8460,11354,4766,65264,16120,11925,11094,3325,12089,11206,3608,29331,27562,6280,17808,15402,2907
310M400US22580,"Forest City, NC Micro Area",5131,847,1980,1870,434,47424,2450,5795,15142,10434,5410,5506,2687,39179,8193,6850,5522,1204,7590,6598,1523,19229,16308,3266,13755,10751,2200
310M400US22620,"Forrest City, AR Micro Area",2181,467,616,1036,62,18340,1238,2312,7120,4414,1309,1110,837,14790,1947,3582,2965,327,4019,3353,320,6755,5736,712,3984,2736,588
310M400US22660,"Fort Collins, CO Metro Area",49188,2776,12615,25836,7961,221161,2980,6409,42507,46769,20023,61002,41471,211772,102473,48610,46821,22157,41104,38833,21628,81860,78593,36915,49587,47525,21773
310M400US22700,"Fort Dodge, IA Micro Area",4163,473,1428,2088,174,24745,641,1633,8433,5715,3466,3563,1294,22471,4857,4471,4049,852,4073,3848,995,9756,9003,1908,6445,5571,1102
310M400US22780,"Fort Leonard Wood, MO Micro Area",11946,700,5430,5475,341,29000,805,1687,8010,7781,3208,4779,2730,26508,7509,9462,8989,3202,5658,5336,1441,9507,8597,2041,4373,3586,825
310M400US22800,"Fort Madison-Keokuk, IA-IL-MO Micro Area",4367,639,1759,1776,193,42250,949,2571,17071,9353,5060,5094,2152,38730,7246,6460,5924,1125,6535,6100,1417,17051,15913,2870,12204,10793,1834
310M400US22820,"Fort Morgan, CO Micro Area",2483,631,1090,685,77,18355,1822,1835,5709,4107,1651,2053,1178,14698,3231,3769,2799,566,3192,2555,717,7074,5702,1146,4320,3642,802
310M400US22840,"Fort Payne, AL Micro Area",5844,1172,2103,2475,94,47876,5762,6632,15956,8916,4525,3557,2528,35482,6085,8592,6601,880,9017,6828,1106,18648,14025,2704,11619,8028,1395
310M400US22860,"Fort Polk South, LA Micro Area",7381,822,3636,2457,466,30714,1172,2757,11496,7680,2436,3571,1602,26785,5173,9109,8369,1476,6295,5761,1298,9577,8261,1650,5733,4394,749
310M400US22900,"Fort Smith, AR-OK Metro Area",24790,4195,10138,9435,1022,188409,11571,20198,67216,42164,15350,21444,10466,156640,31910,34897,30527,6111,34687,28947,6095,73174,60896,12049,45651,36270,7655
310M400US23060,"Fort Wayne, IN Metro Area",38800,6350,12628,16411,3411,281904,10773,18363,85664,61097,30220,49781,26006,252768,75787,57288,51982,17872,53233,47675,16023,109355,98936,28639,62028,54175,13253
310M400US23140,"Frankfort, IN Micro Area",2636,448,1038,940,210,21208,1283,1637,9343,3799,1616,2394,1136,18288,3530,3839,3184,766,3856,3153,631,8352,7372,1290,5161,4579,843
310M400US23180,"Frankfort, KY Micro Area",6072,690,2542,2525,315,50511,2152,3428,16380,11135,3809,8496,5111,44931,13607,9376,8429,2765,8941,8283,2540,20430,18122,5279,11764,10097,3023
310M400US23240,"Fredericksburg, TX Micro Area",1747,271,766,589,121,19255,1029,1018,5896,3814,990,4780,1728,17208,6508,2124,1930,577,2609,2099,652,6911,6202,2443,7611,6977,2836
310M400US23300,"Freeport, IL Micro Area",3629,455,1322,1721,131,31980,698,1571,11508,8676,3368,4169,1990,29711,6159,4430,4061,763,4794,4623,1028,13019,12285,2541,9737,8742,1827
310M400US23340,"Fremont, NE Micro Area",3328,369,1054,1568,337,24597,1262,1364,8926,5822,2660,2952,1611,21971,4563,4191,3706,834,4235,3614,979,9295,8526,1719,6876,6125,1031
310M400US23380,"Fremont, OH Micro Area",4832,555,2174,1836,267,40884,1113,2880,17290,8895,4161,4419,2126,36891,6545,6482,6050,1351,7098,6666,1708,16727,15420,2294,10577,8755,1192
310M400US23420,"Fresno, CA Metro Area",101646,15621,29699,50229,6097,596505,84595,62794,136851,138098,50760,82089,41318,449116,123407,148512,121191,30275,120605,88101,24356,212950,157100,43708,114438,82724,25068
310M400US23460,"Gadsden, AL Metro Area",8663,1426,2594,4107,536,71995,3642,7505,23665,18016,6400,7837,4930,60848,12767,12089,10426,1956,12948,11113,2526,28081,24237,5039,18877,15072,3246
310M400US23500,"Gaffney, SC Micro Area",5385,1213,1653,1981,538,38066,2496,5259,13944,7951,3146,3517,1753,30311,5270,7158,6145,1143,6732,5555,917,15075,11958,2021,9101,6653,1189
310M400US23540,"Gainesville, FL Metro Area",58680,3733,9804,35884,9259,171151,5140,8645,39648,30190,18119,35822,33587,157366,69409,42454,40329,19328,29745,27602,13802,60631,55714,22481,38321,33721,13798
310M400US23580,"Gainesville, GA Metro Area",17894,3396,6462,7140,896,127116,14472,13007,34930,25804,8337,19036,11530,99637,30566,25407,19954,5122,25113,18112,5476,48838,38988,12284,27758,22583,7684
310M400US23620,"Gainesville, TX Micro Area",3433,465,1144,1618,206,26634,1416,2267,8382,6922,2176,3748,1723,22951,5471,4818,4247,575,4226,3606,1053,10546,9018,2199,7044,6080,1644
310M400US23660,"Galesburg, IL Micro Area",5408,575,1545,2983,305,35533,880,3108,12850,8431,3682,4247,2335,31545,6582,5708,4976,1187,5801,5270,1299,13645,12430,2455,10379,8869,1641
310M400US23700,"Gallup, NM Micro Area",7563,1615,3057,2760,131,43920,4134,6691,14797,10012,3198,2759,2329,33095,5088,10395,8678,762,8357,6925,933,16756,12663,2428,8412,4829,965
310M400US23780,"Garden City, KS Micro Area",4351,811,1579,1787,174,23977,3704,3188,5310,5823,1888,2600,1464,17085,4064,5631,4101,978,4623,3205,740,9399,6662,1732,4324,3117,614
310M400US23820,"Gardnerville Ranchos, NV Micro Area",2957,354,1254,1154,195,36536,873,1411,8797,10654,4249,6545,4007,34252,10552,4587,4286,1010,4713,4122,1077,14625,14016,4348,12611,11828,4117
310M400US23860,"Georgetown, SC Micro Area",4300,832,1289,1938,241,45508,1919,3965,13212,9830,4212,7679,4691,39624,12370,5734,5056,880,6213,5479,1337,17450,15571,4887,16111,13518,5266
310M400US23900,"Gettysburg, PA Metro Area",9699,855,3986,4112,746,71478,2825,5301,28949,12191,6177,9156,6879,63352,16035,10955,10115,2672,11042,10187,2942,29885,26989,6392,19596,16061,4029
310M400US23940,"Gillette, WY Micro Area",4076,792,1826,1355,103,30455,673,1672,10364,8592,3292,4506,1356,28110,5862,7658,7193,1559,6861,6431,1254,11965,11096,2161,3971,3390,888
310M400US23980,"Glasgow, KY Micro Area",4260,859,2224,1068,109,36668,3394,3305,14935,6818,2541,3494,2181,29969,5675,6150,5372,1202,6418,5446,1127,14870,12569,2093,9230,6582,1253
310M400US24020,"Glens Falls, NY Metro Area",9813,1654,3452,3782,925,92629,3118,6390,32323,17199,10109,12941,10549,83121,23490,14721,13370,3669,14439,13515,4194,38688,34653,9225,24781,21583,6402
310M400US24060,"Glenwood Springs, CO Micro Area",6101,1478,2057,1940,626,52444,2486,2755,13101,9690,4155,14121,6136,47203,20257,10938,9607,3866,10508,9136,3925,20881,19037,7753,10117,9423,4713
310M400US24100,"Gloversville, NY Micro Area",4166,694,1472,1718,282,38600,1192,3680,13795,7666,5414,3660,3193,33728,6853,6407,5525,1324,6208,5503,1022,16004,14222,2681,9981,8478,1826
310M400US24140,"Goldsboro, NC Metro Area",12288,1965,3872,5868,583,82105,5601,7450,25056,18771,9176,11380,4671,69054,16051,16509,14164,3699,14515,11818,3295,31759,27514,6048,19322,15558,3009
310M400US24220,"Grand Forks, ND-MN Metro Area",17518,817,4079,10808,1814,62366,1514,2329,16403,14866,7919,12902,6433,58523,19335,15226,14589,5563,10270,9905,3582,22873,21470,6713,13997,12559,3477
310M400US24260,"Grand Island, NE Metro Area",6974,1152,2754,2484,584,55542,3169,3842,17598,13613,5593,8459,3268,48531,11727,10340,9043,2632,10297,8664,2295,21453,19166,4464,13452,11658,2336
310M400US24300,"Grand Junction, CO Metro Area",14323,2073,4083,7190,977,102669,2977,7211,28023,27384,8919,18441,9714,92481,28155,19828,17523,4503,17336,15004,4993,38603,35505,10928,26902,24449,7731
310M400US24330,"Grand Rapids, MN Micro Area",3106,550,862,1488,206,32554,508,1587,9832,8837,4385,5203,2202,30459,7405,4391,4175,1067,4989,4847,1469,13248,12623,2570,9926,8814,2299
310M400US24340,"Grand Rapids-Wyoming, MI Metro Area",111303,13790,32285,52469,12759,683361,23740,38646,186657,149500,63500,146702,74616,620975,221318,147012,135643,55179,127204,115498,46888,264976,243441,81488,144169,126393,37763
310M400US24380,"Grants, NM Micro Area",2404,589,975,816,24,18136,896,2258,5763,4783,2003,1552,881,14982,2433,3784,3213,441,3474,2786,384,6790,5830,977,4088,3153,631
310M400US24420,"Grants Pass, OR Metro Area",5687,1052,2079,2470,86,63006,1311,4859,19450,20671,5872,6689,4154,56836,10843,8609,7993,1286,9002,8030,1423,23776,21359,4120,21619,19454,4014
310M400US24460,"Great Bend, KS Micro Area",2308,290,847,1086,85,18049,721,1331,5856,4389,2433,2254,1065,15997,3319,3287,2867,735,2969,2500,538,6920,6343,1167,4873,4287,879
310M400US24500,"Great Falls, MT Metro Area",8118,921,3170,3412,615,55249,1311,3263,17475,13478,5333,9725,4664,50675,14389,11243,10425,3155,8897,8257,2759,20512,18832,5224,14597,13161,3251
310M400US24540,"Greeley, CO Metro Area",27768,3138,10479,12666,1485,188765,9725,12792,51960,46677,17151,34739,15721,166248,50460,43994,39326,11593,39765,34698,12067,70702,62821,18317,34304,29403,8483
310M400US24580,"Green Bay, WI Metro Area",28099,3878,9061,11890,3270,214895,6726,10874,70088,42132,26708,41026,17341,197295,58367,41204,38302,13265,39276,35669,12990,87113,80660,22230,47302,42664,9882
310M400US24620,"Greeneville, TN Micro Area",5849,643,2791,2163,252,49378,3457,4660,20945,9675,3077,4816,2748,41261,7564,7120,6683,1444,8322,7214,1300,19653,16787,3028,14283,10577,1792
310M400US24640,"Greenfield Town, MA Micro Area",5165,733,1661,2088,683,53210,1084,2586,14911,9228,5615,10480,9306,49540,19786,8563,7860,3276,8285,7796,3467,21997,20810,7803,14365,13074,5240
310M400US24660,"Greensboro-High Point, NC Metro Area",75410,10182,20699,38305,6224,512752,23883,43778,138948,112569,45308,97157,51109,445091,148266,97972,87451,29945,93730,82006,29961,203389,179056,59788,117661,96578,28572
310M400US24700,"Greensburg, IN Micro Area",2243,415,839,736,253,17800,485,1127,7798,3368,1529,2326,1167,16188,3493,3183,3009,838,3142,2969,918,7216,6495,1301,4259,3715,436
310M400US24740,"Greenville, MS Micro Area",4429,999,1531,1737,162,30308,2551,3972,9254,6622,2213,3476,2220,23785,5696,5844,4792,794,5236,4419,1163,12275,9697,2222,6953,4877,1517
310M400US24780,"Greenville, NC Metro Area",31998,1550,6297,20715,3436,106889,3531,7792,25219,23546,12778,21922,12101,95566,34023,24256,22344,8181,20932,19022,7827,39762,36808,12496,21939,17392,5519
310M400US24820,"Greenville, OH Micro Area",3975,710,1834,1126,305,35339,837,2457,17172,6533,3155,3405,1780,32045,5185,5311,4992,1083,5919,5605,934,14329,13123,1971,9780,8325,1197
310M400US24860,"Greenville-Anderson-Mauldin, SC Metro Area",89111,11474,25484,42406,9747,594838,28493,54310,164579,119891,57590,106730,63245,512035,169975,114199,100304,37019,109042,95782,36087,231336,202576,64015,140261,113373,32854
310M400US24900,"Greenwood, MS Micro Area",4362,865,1150,1924,423,25319,2205,2953,9021,5447,1485,2620,1588,20161,4208,4624,4080,726,4723,4284,979,9727,7946,1566,6245,3851,937
310M400US24940,"Greenwood, SC Micro Area",9425,1665,2510,4743,507,64188,3857,7191,20414,11470,7457,9153,4646,53140,13799,10969,9833,2376,10974,9031,2540,24744,20886,5112,17501,13390,3771
310M400US24980,"Grenada, MS Micro Area",1850,514,408,920,8,14357,945,1928,3963,3164,1535,1784,1038,11484,2822,2475,2100,581,2633,2174,363,5605,4616,1225,3644,2594,653
310M400US25020,"Guayama, PR Metro Area",7721,1016,2839,3552,314,53084,8219,4884,19563,6871,4218,7648,1681,39981,9329,10048,8747,1832,9649,7915,1960,19694,15770,3882,13693,7549,1655
310M400US25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",35672,4881,12492,16501,1798,262858,10762,21624,78581,67263,27234,36254,21140,230472,57394,52339,47251,11631,49037,43671,11494,102725,90144,21360,58757,49406,12909
310M400US25100,"Guymon, OK Micro Area",2406,454,870,1004,78,12806,2085,1343,3338,2733,452,2109,746,9378,2855,3063,2338,546,2482,1742,561,4918,3489,1288,2343,1809,460
310M400US25180,"Hagerstown-Martinsburg, MD-WV Metro Area",21013,3596,7726,7769,1922,182194,5846,16548,67125,38646,15305,24408,14316,159800,38724,34582,31060,7604,34093,30947,8922,72944,64625,14442,40575,33168,7756
310M400US25200,"Hailey, ID Micro Area",2038,150,978,785,125,19282,1322,1176,4759,4204,1480,4214,2127,16784,6341,2789,2397,816,3647,2748,837,8173,7185,2741,4673,4454,1947
310M400US25220,"Hammond, LA Metro Area",13983,2187,4430,6628,738,84349,3532,10540,31892,17524,4495,11642,4724,70277,16366,18968,16653,4397,15898,13231,3233,31759,26122,5843,17724,14271,2893
310M400US25260,"Hanford-Corcoran, CA Metro Area",16819,2998,6448,6599,774,92321,11849,12421,23540,23995,8078,8784,3654,68051,12438,25059,19508,3133,20610,15674,2822,32085,22929,4367,14567,9940,2116
310M400US25300,"Hannibal, MO Micro Area",3301,408,1200,1435,258,26530,1003,2054,10912,5482,2066,3255,1758,23473,5013,4432,4053,1131,4465,4141,936,10627,9557,1953,7006,5722,993
